Religious_Place,Country,Date,visitor_count,crowd_level,Public_Holiday,Past Crowd Levels
Monastery of Saint Naum,North Macedonia,2028-10-08,4881,Low,Yes,1665
Church of St. Sophia,Bulgaria,2027-04-29,1928,Low,Yes,2830
Rila Monastery,Bulgaria,2040-06-01,3208,High,Yes,3211
Bachkovo Monastery,Bulgaria,2023-03-13,1597,High,Yes,1605
Alexander Nevsky Cathedral,Bulgaria,2035-08-17,4818,Medium,Yes,2789
Cathedral of Christ the Saviour,Russia,2040-12-02,2283,Low,No,2915
Church of the Savior on Spilled Blood,Russia,2019-09-14,2793,Low,No,1167
Trinity Sergius Lavra,Russia,2024-07-05,3952,Low,No,3361
Novodevichy Convent,Russia,2028-03-31,2860,Low,No,2510
Kazan Cathedral,Russia,2036-12-27,4685,High,No,650
St. Nicholas Naval Cathedral,Russia,2034-02-28,1069,Medium,No,2211
Uspenski Cathedral,Finland,2019-02-21,4167,Low,No,39
Helsinki Cathedral,Finland,2023-01-10,2952,High,No,1743
Turku Cathedral,Finland,2038-09-15,1310,High,No,1209
Temppeliaukio Church,Finland,2036-09-08,4660,Low,No,2295
Akureyri Church,Iceland,2031-12-09,2719,Low,No,1309
Hallgrímskirkja,Iceland,2033-01-14,3626,High,No,285
St. Olaf’s Church,Norway,2018-04-19,3141,Medium,No,588
Nidaros Cathedral,Norway,2043-09-06,2625,High,Yes,895
Borgund Stave Church,Norway,2035-09-02,1277,High,Yes,1101
St. Canice’s Cathedral,Ireland,2021-09-22,1953,High,Yes,2661
Christ Church Cathedral,Ireland,2041-04-02,2636,Medium,Yes,2391
St. Patrick’s Cathedral,Ireland,2043-11-29,3321,Medium,Yes,3584
St. Colman’s Cathedral,Ireland,2036-03-01,4095,Low,Yes,444
St. Giles Cathedral,Scotland,2042-03-31,3903,Low,Yes,1915
Rosslyn Chapel,Scotland,2038-11-12,1834,High,Yes,1369
St. Magnus Cathedral,Scotland,2037-10-25,4073,Medium,No,2874
Monastery of Saint Naum,North Macedonia,2029-08-17,3949,Medium,No,2546
Church of St. George,Georgia,2040-05-16,3912,Low,No,2707
Svetitskhoveli Cathedral,Georgia,2036-06-01,2853,Low,No,3884
Jvari Monastery,Georgia,2020-12-26,2599,Low,No,1780
Sioni Cathedral,Georgia,2022-07-29,1320,Low,No,2477
St. Sava Temple,Serbia,2038-05-21,2316,High,No,1022
Church of Saint Mark,Serbia,2029-03-23,2497,Low,No,1689
Studenica Monastery,Serbia,2023-02-21,3386,Medium,No,791
Church of Saint Michael,Serbia,2037-05-19,2402,High,No,1055
Meteora Monasteries,Greece,2040-05-01,1529,Low,No,2017
Mount Athos Monasteries,Greece,2040-09-01,1097,Medium,No,3702
Monastery of Hosios Loukas,Greece,2034-10-03,1961,Medium,No,862
Monastery of Daphni,Greece,2028-07-24,4448,Medium,Yes,2609
St. George Cathedral,Ethiopia,2044-11-19,4717,Low,Yes,185
Lalibela Rock-Hewn Churches,Ethiopia,2022-11-21,1345,Medium,Yes,2292
Debre Berhan Selassie Church,Ethiopia,2020-04-30,1342,Medium,Yes,3360
Holy Trinity Cathedral,Ethiopia,2036-11-10,3930,Low,Yes,1052
St. Mary of Zion,Ethiopia,2031-03-23,662,Medium,Yes,1542
Al-Azhar Mosque,Egypt,2026-04-21,3346,Low,No,3560
Mosque of Muhammad Ali,Egypt,2028-08-16,3573,Low,No,3599
Abu Simbel Temple,Egypt,2044-05-07,1552,High,No,1747
Great Mosque of Qairawan,Tunisia,2020-08-16,1302,High,No,180
Mosque of Uqba,Tunisia,2035-01-16,4024,High,No,1595
Basilica of Our Lady of Africa,Morocco,2029-02-17,3534,Medium,No,1022
Hassan II Mosque,Morocco,2032-07-02,4652,Medium,No,3146
Koutoubia Mosque,Morocco,2030-08-14,1337,Low,No,2132
Great Mosque of Algiers,Algeria,2034-08-31,2163,Low,No,3575
Great Mosque of Djenne,Mali,2033-09-26,3846,High,No,3626
Mosque of Touba,Senegal,2024-09-24,2569,High,No,672
Basilica of the National Shrine of Our Lady of Aparecida,Brazil,2020-10-23,4688,Medium,No,3772
Christ the Redeemer,Brazil,2039-10-07,2139,Medium,Yes,1526
Metropolitan Cathedral of Brasilia,Brazil,2025-07-11,1151,Low,Yes,3485
São Paulo Cathedral,Brazil,2043-06-18,4483,Low,Yes,3171
San Agustin Church,Philippines,2042-04-11,2396,High,Yes,710
Basilica del Santo Niño,Philippines,2033-09-16,3264,Medium,Yes,1457
Quiapo Church,Philippines,2027-11-11,3899,Low,No,962
Mount Mary Basilica,India,2036-09-21,2748,High,No,102
Velankanni Church,India,2027-11-05,4359,Medium,No,3714
San Thome Basilica,India,2033-03-24,4388,High,No,2047
Se Cathedral,India,2025-04-18,3730,High,No,3832
Church of Our Lady of Lourdes,France,2039-09-18,1719,Medium,No,2355
Reims Cathedral,France,2035-03-25,4280,Low,No,907
Amiens Cathedral,France,2040-10-28,4121,Medium,No,3218
Pisa Cathedral,Italy,2031-10-08,1084,Medium,No,252
Siena Cathedral,Italy,2042-07-28,2624,Low,No,154
Florence Cathedral (Duomo),Italy,2018-12-27,3273,Medium,No,1919
Milan Cathedral (Duomo),Italy,2020-02-01,3434,High,No,2990
St. Peter’s Church Munich,Germany,2030-08-13,4833,Medium,No,374
Speyer Cathedral,Germany,2025-07-13,4267,Medium,Yes,2227
Frauenkirche Dresden,Germany,2033-03-14,4850,Low,Yes,3212
Canterbury Cathedral,UK,2018-04-12,4320,Low,Yes,3056
York Minster,UK,2036-08-05,1762,Low,Yes,2071
Durham Cathedral,UK,2041-06-04,4716,High,Yes,3628
Westminster Cathedral,UK,2028-08-06,2402,Medium,Yes,2150
Hagia Sophia,Turkey,2024-12-06,1554,High,Yes,2637
Blue Mosque (Sultan Ahmed),Turkey,2033-08-15,2070,Medium,No,594
Suleymaniye Mosque,Turkey,2021-06-01,4326,Low,No,951
Eyüp Sultan Mosque,Turkey,2024-12-17,2521,Medium,No,2676
St. Michael’s Church,Germany,2036-02-23,1773,Medium,No,177
Ulm Minster,Germany,2019-06-03,4978,Low,No,3736
Basilica of St. Francis of Assisi,Italy,2039-09-16,4120,Medium,No,3188
Santuario di Loreto,Italy,2041-03-09,3006,Medium,No,475
Cathedral of St. James,Croatia,2040-01-15,3989,Low,No,3178
Church of St. Donatus,Croatia,2036-04-28,2446,Medium,No,2557
Esztergom Basilica,Hungary,2026-03-27,3849,Medium,No,2104
Dohány Street Synagogue,Hungary,2022-12-09,4088,High,No,2785
St. Matthias Church,Hungary,2026-05-12,4667,Medium,No,2105
Church of St. Nicholas,Slovakia,2019-07-23,3939,Low,Yes,1332
St. Elisabeth Cathedral,Slovakia,2037-02-22,1423,Low,Yes,350
St. Martin’s Cathedral,Slovakia,2027-01-19,1634,Medium,Yes,2156
Church of St. Cyril and Methodius,Slovakia,2039-07-18,3021,Low,Yes,3559
Church of St. Peter,Switzerland,2036-06-26,2669,Medium,Yes,3162
Grossmünster,Switzerland,2038-12-26,2290,Medium,Yes,1736
Fraumünster,Switzerland,2038-06-06,4126,Low,Yes,3719
Saint Pierre Cathedral,Switzerland,2022-06-15,4326,Medium,Yes,2709
Basilica of the National Shrine of the Immaculate Conception,USA,2024-09-13,2591,High,Yes,3591
Cathedral of St. John the Divine,USA,2044-06-27,4030,Low,Yes,967
Grace Cathedral,USA,2023-12-24,1163,High,No,2848
St. Patrick’s Cathedral,USA,2035-11-01,3317,Low,No,338
National Shrine of St. Paul,Canada,2041-07-09,549,Low,No,3210
Notre-Dame Basilica (Montreal),Canada,2030-12-10,2542,Low,No,656
Saint Joseph’s Oratory,Canada,2030-03-20,2472,Low,No,2550
Basilica of Sainte-Anne-de-Beaupré,Canada,2025-09-19,2862,Medium,No,1196
St. George’s Church,Malta,2025-05-08,1821,Medium,No,2709
St. John’s Co-Cathedral,Malta,2040-04-14,2472,High,No,913
Rotunda of Mosta,Malta,2036-05-05,2737,Medium,No,3044
St. Paul’s Cathedral,Malta,2025-10-26,2943,Medium,No,3274
Basilica of Bom Jesus,India,2023-10-26,701,Medium,No,2102
Church of Our Lady of Light,India,2035-08-14,1234,Low,No,879
San Thome Basilica,India,2037-07-26,2910,Medium,No,2239
Church of St. Francis of Assisi,India,2031-06-07,4677,Medium,No,3529
Votive Church of Szeged,Hungary,2043-04-30,4695,Low,No,1955
Church of the Holy Sepulchre,Israel,2037-09-30,2201,High,No,2272
Church of the Nativity,Palestine,2022-03-04,4599,High,No,1444
Church of the Dormition,Israel,2022-10-07,1730,High,Yes,2479
St. Andrew’s Cathedral,Scotland,2044-12-07,3163,Low,Yes,1368
St. Magnus Cathedral,Scotland,2021-07-01,1374,Medium,Yes,1625
Dunblane Cathedral,Scotland,2018-11-30,4553,High,Yes,2178
Rosslyn Chapel,Scotland,2028-07-01,1152,High,Yes,53
St. Nicholas Church,Czech Republic,2043-03-12,666,Medium,Yes,3650
St. Vitus Cathedral,Czech Republic,2034-05-16,2536,Medium,Yes,2309
Sedlec Ossuary,Czech Republic,2018-09-21,2978,Low,Yes,3106
Church of Our Lady before Týn,Czech Republic,2029-02-26,3530,High,No,3640
Basilica di Santa Maria del Fiore,Italy,2038-10-07,1067,High,No,2947
Siena Cathedral,Italy,2044-11-18,2477,High,No,2133
Pisa Cathedral,Italy,2029-02-07,1224,Low,No,3467
St. Mark’s Basilica,Italy,2026-06-05,4274,Low,No,1794
Hagia Sophia,Turkey,2043-07-02,2138,High,No,3112
Blue Mosque,Turkey,2038-03-03,4583,Low,No,2397
Süleymaniye Mosque,Turkey,2020-01-06,1843,Low,No,78
Church of St. George,Turkey,2031-06-10,3633,High,No,2519
St. Sava Cathedral,Serbia,2035-08-12,1539,Low,No,2578
Studenica Monastery,Serbia,2032-09-26,4576,Medium,No,2627
Gračanica Monastery,Kosovo,2019-01-03,1857,Medium,No,2239
Monastery of Decani,Kosovo,2037-06-19,842,Low,Yes,3683
Meteora Monasteries,Greece,2027-06-01,979,Medium,Yes,1881
Mount Athos Monasteries,Greece,2030-07-30,4397,Medium,Yes,1735
Monastery of Hosios Loukas,Greece,2042-09-03,3439,Low,Yes,3235
Church of Panagia Paraportiani,Greece,2035-01-13,2698,High,Yes,401
Lalibela Rock-Hewn Churches,Ethiopia,2036-11-24,1996,High,Yes,3805
Church of St. George,Ethiopia,2021-11-19,4256,Medium,Yes,2511
Debre Berhan Selassie Church,Ethiopia,2042-01-17,1103,High,Yes,3136
Holy Trinity Cathedral,Ethiopia,2045-05-24,4005,High,No,3253
Basilica of Our Lady of Peace,Ivory Coast,2022-02-21,1862,Medium,No,1870
Great Mosque of Djenné,Mali,2041-12-11,3494,Low,No,3799
Mosque of Touba,Senegal,2031-09-30,575,Low,No,800
Great Mosque of Kairouan,Tunisia,2027-11-24,3963,Low,No,3520
Abu Simbel Temple,Egypt,2018-03-18,580,Low,No,2901
Mosque of Muhammad Ali,Egypt,2029-03-18,665,High,No,747
St. Catherine’s Monastery,Egypt,2030-09-13,3485,Low,No,55
Al-Azhar Mosque,Egypt,2030-03-22,1767,High,No,540
Jokhang Monastery,Tibet (China),2026-07-05,3970,Medium,No,3042
Potala Palace,Tibet (China),2044-09-08,1558,High,No,1057
Ramoche Monastery,Tibet (China),2022-11-16,4109,Medium,No,3958
Drepung Monastery,Tibet (China),2026-05-22,2209,Low,No,1664
Tashilhunpo Monastery,Tibet (China),2021-11-14,1239,Medium,No,1538
Shaolin Temple,China,2019-12-06,1521,Low,Yes,3300
Temple of Heaven,China,2030-08-20,836,Low,Yes,2036
White Horse Temple,China,2040-07-30,757,Medium,Yes,3981
Lingyin Temple,China,2018-01-04,3214,Low,Yes,3631
Todaiji Temple,Japan,2029-11-08,1343,Medium,Yes,310
Fushimi Inari Taisha,Japan,2030-08-15,3039,Medium,Yes,3583
Kiyomizu-dera,Japan,2018-10-18,2619,Low,Yes,482
Itsukushima Shrine,Japan,2027-02-17,675,High,No,1787
Shwedagon Pagoda,Myanmar,2021-04-14,4920,Low,No,3366
Mahamuni Buddha Temple,Myanmar,2022-11-11,4110,High,No,2898
Bagan Temples,Myanmar,2021-03-21,1918,Low,No,1584
Borobudur,Indonesia,2021-05-02,3212,High,No,3015
Prambanan,Indonesia,2030-10-17,4897,Low,No,1151
Tanah Lot,Indonesia,2027-03-25,827,Medium,No,1258
Paro Taktsang (Tiger’s Nest),Bhutan,2033-02-06,4436,Medium,No,1401
Punakha Dzong,Bhutan,2022-10-04,2293,Low,No,1423
St. Joseph’s Oratory,Canada,2018-05-16,1293,Medium,No,361
Notre-Dame Basilica (Montreal),Canada,2029-09-19,4547,High,No,2326
Basilica of Sainte-Anne-de-Beaupré,Canada,2027-05-04,4022,Low,No,1636
Cathedral of Saint John the Baptist,Canada,2038-08-29,713,Medium,No,3527
St. Nicholas Church,Czech Republic,2019-12-20,4856,Low,No,1506
St. Wenceslas Church,Czech Republic,2031-04-26,561,Medium,No,1955
Sedlec Ossuary,Czech Republic,2045-07-23,3533,High,No,2394
Church of Our Lady before Týn,Czech Republic,2023-11-18,757,Low,Yes,3783
St. Peter and Paul Cathedral,Germany,2039-01-23,4152,Medium,Yes,3804
Frauenkirche Dresden,Germany,2031-03-01,2487,High,Yes,195
Cologne Cathedral,Germany,2025-05-02,3314,Medium,Yes,3034
Bamberg Cathedral,Germany,2040-02-19,2105,High,Yes,271
Basilica di San Marco,Italy,2033-03-22,3034,High,Yes,3249
Milan Cathedral (Duomo),Italy,2021-04-23,831,High,No,2568
Florence Cathedral (Duomo),Italy,2041-05-08,3645,High,No,3118
St. Francis Basilica,Italy,2023-03-17,1087,Medium,No,309
St. Michael’s Church,Austria,2032-05-01,3934,Low,No,2281
Melk Abbey,Austria,2045-05-28,2466,Medium,No,389
Salzburg Cathedral,Austria,2018-11-27,3462,Low,No,2612
St. Stephen’s Cathedral,Austria,2038-03-18,2552,Medium,No,1570
Church of St. Nicholas,Slovakia,2029-07-12,2142,High,No,2465
St. Martin’s Cathedral,Slovakia,2037-11-20,3359,Low,No,1145
Bratislava Cathedral,Slovakia,2020-08-10,3733,Low,No,3402
Church of St. Elizabeth,Slovakia,2037-12-05,3530,Medium,No,1204
St. Olaf’s Church,Norway,2040-03-17,1866,Medium,No,3715
Nidaros Cathedral,Norway,2022-02-18,1152,Low,No,844
Borgund Stave Church,Norway,2023-03-02,1890,Low,No,1299
St. Mary’s Church,Norway,2026-05-29,3716,Low,No,2111
Hallgrímskirkja,Iceland,2024-04-22,2087,Medium,No,1998
Akureyri Church,Iceland,2037-02-06,1697,Low,No,2023
Reykjavík Cathedral,Iceland,2033-01-03,2129,High,Yes,1909
Skálholt Cathedral,Iceland,2030-09-08,1708,Low,Yes,1315
St. Giles Cathedral,Scotland,2036-03-14,1421,Low,Yes,3738
Rosslyn Chapel,Scotland,2026-07-25,2521,Low,Yes,196
St. Magnus Cathedral,Scotland,2043-08-18,1580,High,Yes,3695
Dunblane Cathedral,Scotland,2035-02-03,3770,High,Yes,3284
Christ Church Cathedral,Ireland,2043-02-16,3533,Low,Yes,1828
St. Patrick’s Cathedral,Ireland,2038-10-29,2929,Low,No,10
St. Colman’s Cathedral,Ireland,2029-09-02,4407,High,No,1452
St. Canice’s Cathedral,Ireland,2042-10-15,2443,High,No,885
St. Sava Cathedral,Serbia,2035-10-20,1091,High,No,3344
Studenica Monastery,Serbia,2042-06-17,869,Medium,No,316
Gračanica Monastery,Kosovo,2045-05-13,803,Low,No,1542
Monastery of Decani,Kosovo,2022-09-15,1215,Low,No,3995
Alexander Nevsky Cathedral,Bulgaria,2025-05-22,1564,Medium,No,3771
Rila Monastery,Bulgaria,2027-02-02,3181,High,No,1699
Bachkovo Monastery,Bulgaria,2024-08-02,2267,High,No,1170
Church of St. Sophia,Bulgaria,2028-09-08,834,Low,No,2035
Meteora Monasteries,Greece,2042-07-03,4168,High,No,650
Mount Athos Monasteries,Greece,2030-02-25,3120,Low,No,100
Monastery of Hosios Loukas,Greece,2026-01-01,1259,Low,No,763
Church of Panagia Paraportiani,Greece,2041-02-16,2378,High,Yes,388
Church of St. George,Ethiopia,2033-11-12,842,High,Yes,533
Lalibela Rock-Hewn Churches,Ethiopia,2033-05-17,3015,Low,Yes,547
Debre Berhan Selassie Church,Ethiopia,2036-10-13,2831,Low,Yes,3753
Holy Trinity Cathedral,Ethiopia,2022-12-31,940,Medium,Yes,2986
St. Mary of Zion,Ethiopia,2031-10-30,2069,Low,No,729
Basilica of Our Lady of Peace,Ivory Coast,2029-04-12,1642,High,No,1595
Great Mosque of Djenné,Mali,2040-02-01,917,Medium,No,423
Mosque of Touba,Senegal,2042-07-11,4917,Low,No,562
Great Mosque of Kairouan,Tunisia,2039-03-21,1137,Low,No,2139
Abu Simbel Temple,Egypt,2027-10-07,1144,Low,No,430
Mosque of Muhammad Ali,Egypt,2044-10-16,1190,Medium,No,123
St. Catherine’s Monastery,Egypt,2029-05-20,1872,High,No,961
Al-Azhar Mosque,Egypt,2018-05-25,749,High,No,2702
Jokhang Monastery,Tibet (China),2037-10-16,753,High,No,1304
Potala Palace,Tibet (China),2020-03-05,2401,High,No,514
Ramoche Monastery,Tibet (China),2024-02-28,3081,Medium,No,1900
Drepung Monastery,Tibet (China),2029-03-05,767,High,No,1152
Tashilhunpo Monastery,Tibet (China),2030-11-24,3433,Low,No,3736
Shaolin Temple,China,2041-02-25,596,High,No,1870
Temple of Heaven,China,2036-12-11,2166,High,No,3905
White Horse Temple,China,2038-10-21,2494,High,No,3349
Lingyin Temple,China,2043-01-15,4078,Medium,Yes,1427
Todaiji Temple,Japan,2037-06-21,2207,Low,Yes,1592
Fushimi Inari Taisha,Japan,2033-06-13,3441,Low,Yes,1955
Kiyomizu-dera,Japan,2032-03-25,3246,Low,Yes,298
Itsukushima Shrine,Japan,2038-06-26,2644,High,Yes,2777
Shwedagon Pagoda,Myanmar,2038-05-24,1320,High,Yes,763
Mahamuni Buddha Temple,Myanmar,2041-02-07,2442,Low,Yes,2798
Bagan Temples,Myanmar,2043-07-19,956,High,Yes,2309
Borobudur,Indonesia,2034-09-19,4140,Low,No,3879
Prambanan,Indonesia,2040-11-10,4114,Low,No,3085
Tanah Lot,Indonesia,2041-10-24,1416,High,No,2710
Paro Taktsang (Tiger’s Nest),Bhutan,2035-02-06,2936,High,No,3172
Punakha Dzong,Bhutan,2032-09-04,2095,Medium,No,3558
Tashichho Dzong,Bhutan,2034-12-28,3115,Low,No,370
St. George’s Cathedral,Malta,2044-05-14,4157,Low,No,2536
St. John’s Co-Cathedral,Malta,2031-09-02,4849,Low,No,2590
Rotunda of Mosta,Malta,2043-02-23,2859,High,No,622
St. Paul’s Cathedral,Malta,2027-05-27,3219,Medium,No,1304
St. Nicholas Church,Czech Republic,2045-02-19,1503,High,No,1282
St. Wenceslas Church,Czech Republic,2042-12-23,3023,Low,No,1363
Sedlec Ossuary,Czech Republic,2041-08-20,1620,High,No,2606
Church of Our Lady before Týn,Czech Republic,2032-04-24,1505,High,No,338
Church of St. Peter,Switzerland,2018-01-01,4424,High,No,1391
Grossmünster,Switzerland,2028-09-19,4052,Medium,No,218
Fraumünster,Switzerland,2019-06-28,4505,Medium,No,2569
Saint Pierre Cathedral,Switzerland,2018-12-16,2455,Medium,Yes,1255
Golden Temple of Dambulla,Sri Lanka,2032-07-10,2847,Low,Yes,3421
Temple of the Tooth (Sri Dalada Maligawa),Sri Lanka,2023-10-29,3717,High,Yes,1355
Gangaramaya Temple,Sri Lanka,2034-08-12,3648,Low,Yes,3512
Kandy Buddhist Temple,Sri Lanka,2029-07-30,4989,Medium,Yes,3935
Batu Caves Temple,Malaysia,2019-04-03,972,High,No,2093
Kek Lok Si Temple,Malaysia,2026-08-21,4388,Low,No,1785
Thean Hou Temple,Malaysia,2021-05-09,4754,Medium,No,1723
Sri Mahamariamman Temple,Malaysia,2028-02-28,2079,Low,No,3961
Sultan Omar Ali Saifuddin Mosque,Brunei,2035-09-28,884,Medium,No,3514
Jame’ Asr Hassanil Bolkiah Mosque,Brunei,2032-12-11,4753,Low,No,1703
Sheikh Lotfollah Mosque,Iran,2029-04-03,4651,High,Yes,449
Imam Mosque (Shah Mosque),Iran,2018-05-12,1030,High,Yes,2518
Imam Reza Shrine,Iran,2029-11-05,2894,High,Yes,2008
Fatima Masumeh Shrine,Iran,2026-03-20,1946,High,Yes,3606
Al-Kadhimiya Mosque,Iraq,2027-12-05,4613,High,No,541
Imam Ali Mosque,Iraq,2030-04-04,4093,High,No,2317
Al-Askari Shrine,Iraq,2035-03-22,801,Low,No,130
Great Mosque of Samarra,Iraq,2023-10-24,2629,High,No,588
Sultan Qaboos Grand Mosque,Oman,2028-08-25,3639,High,No,2587
Holy Sepulchre Church,Jerusalem,2020-02-05,3697,Medium,No,3778
Church of Nativity,Bethlehem,2038-11-27,3389,Low,Yes,3333
Basilica of the Annunciation,Nazareth,2031-06-26,1906,Medium,Yes,3780
St. Catherine’s Monastery,"Sinai, Egypt",2029-06-17,3192,Low,Yes,1836
Mount Sinai Monastery,Egypt,2019-08-16,2275,Low,Yes,871
Monastery of Saint Anthony,Egypt,2020-07-21,3313,Low,No,978
Monastery of Saint Paul the Anchorite,Egypt,2022-07-17,3799,Low,No,2889
St. George Orthodox Church,Lebanon,2020-01-04,1003,High,No,2883
Mohammad Al-Amin Mosque,Lebanon,2041-08-12,4849,Low,No,1050
Saint Joseph Cathedral,Lebanon,2031-03-16,3451,Medium,No,2662
Our Lady of Lebanon,Lebanon,2026-12-26,2627,Medium,No,481
Sheikh Zayed Grand Mosque,UAE,2034-01-06,4190,Low,No,2970
Jumeirah Mosque,UAE,2037-12-31,4909,High,Yes,2012
Grand Mosque of Abu Dhabi,UAE,2040-10-26,1599,Medium,Yes,3946
Al Noor Mosque,UAE,2035-07-29,3362,Low,Yes,3365
Faisal Mosque,Pakistan,2034-04-22,3609,Medium,Yes,1745
Badshahi Mosque,Pakistan,2044-09-21,4785,Low,No,1602
Wazir Khan Mosque,Pakistan,2026-11-06,3901,High,No,2641
Data Darbar,Pakistan,2041-07-15,4220,Medium,No,2939
Jamia Masjid,Pakistan,2028-02-11,4539,High,No,2210
Katas Raj Temples,Pakistan,2044-08-26,591,Medium,Yes,2612
Hinglaj Mata Temple,Pakistan,2042-07-31,3576,High,Yes,773
Shri Swaminarayan Mandir,Pakistan,2040-07-28,4950,High,Yes,418
Baha’i House of Worship,Australia,2018-09-23,1976,High,Yes,3913
St. Mary’s Cathedral,Australia,2030-08-24,4438,High,No,3874
St. Patrick’s Cathedral,Australia,2044-02-02,2560,Medium,No,1412
St. John’s Cathedral,Australia,2021-11-09,4291,Medium,No,1585
Auckland Cathedral,New Zealand,2043-03-04,2947,Low,No,3052
Wellington Cathedral,New Zealand,2038-03-26,1094,Medium,No,522
ChristChurch Cathedral,New Zealand,2027-06-20,650,Medium,No,1203
St. Paul’s Cathedral,New Zealand,2032-06-05,1707,Medium,No,3418
Lumbini Temple,Nepal,2026-05-23,4954,Low,No,2189
Pashupatinath Temple,Nepal,2028-04-04,4104,Medium,No,1375
Swayambhunath (Monkey Temple),Nepal,2018-11-13,4840,Medium,No,261
Boudhanath Stupa,Nepal,2036-03-25,1362,High,No,2563
Jokhang Monastery,Tibet (China),2036-03-18,3802,Low,No,2505
Potala Palace,Tibet (China),2032-08-12,2412,Medium,No,2579
Ramoche Monastery,Tibet (China),2033-07-01,3461,Medium,No,1152
Drepung Monastery,Tibet (China),2045-05-27,2186,High,No,1674
Tashilhunpo Monastery,Tibet (China),2033-06-11,4677,High,Yes,2138
Mahabodhi Temple,India,2034-04-17,2381,Medium,Yes,2048
Bodh Gaya,India,2042-07-15,4499,Medium,Yes,3031
Sanchi Stupa,India,2043-05-04,798,Medium,Yes,3921
Ajanta Caves,India,2042-01-23,4021,Low,Yes,3687
Ellora Caves,India,2045-07-18,1367,Low,No,233
Konark Sun Temple,India,2018-04-14,3877,Low,No,388
Jagannath Temple,India,2023-05-09,3893,Medium,No,155
Rameswaram Temple,India,2038-09-03,3997,Medium,No,3119
Dwarkadhish Temple,India,2036-09-03,2569,Low,No,686
ISKCON Mayapur Temple,India,2037-05-08,2380,Low,No,1568
Wat Phra That Doi Suthep,Thailand,2034-07-08,4925,High,No,1655
Wat Saket (Golden Mount),Thailand,2033-12-24,2624,Low,No,3600
Wat Benchamabophit,Thailand,2031-11-20,664,High,No,2806
Wat Traimit (Temple of the Golden Buddha),Thailand,2022-06-07,4744,High,No,739
Angkor Thom Temples,Cambodia,2034-01-25,4002,High,No,1690
Ta Keo Temple,Cambodia,2042-07-16,3065,Low,No,3914
